year,type,details,country,location
689,Omen,Black Dove,Germania,South Germania
689,Disaster,Fire,Germania,South Germania
690,Omen,Moon Turns Red,Rome,Italia
690,Disaster,Fire,Rome,Italia
690,Disaster,Fire,Rome,Grecia
690,Omen,Rivers of Blood,Persia,Central Persia
690,Omen,Moon Turns Red,Persia,Central Persia
690,Disaster,Pillaged By Rome,Persia,Outer Persia
690,Omen,Geese Flying Backwards,Germania,North Germania
691,Disaster,Plague,Persia,Central Persia
691,Omen,Rivers of Blood,Britannia,Britannia
691,Omen,Geese Flying Backwards,Germania,North Germania
691,Omen,Geese Flying Backwards,Germania,South Germania
692,Disaster,Famine,Rome,Gallia
692,Disaster,Fire,Persia,Outer Persia
692,Omen,Rivers of Blood,Germania,North Germania
692,Disaster,Pillaged By Britannia,Germania,North Germania
692,Omen,Geese Flying Backwards,Germania,South Germania
693,Omen,Three-Headed Baby,Britannia,Britannia
693,Omen,Geese Flying Backwards,Germania,South Germania
693,Disaster,Pillaged By Rome,Germania,South Germania
695,Omen,Rivers of Blood,Rome,Gallia
695,Omen,Geese Flying Backwards,Rome,Gallia
695,Disaster,Fire,Rome,Grecia
695,Omen,Rivers of Blood,Persia,North Persia
695,Omen,Rivers of Blood,Germania,North Germania
696,Disaster,Famine,Rome,Gallia
696,Disaster,Famine,Persia,Outer Persia
696,Disaster,Pillaged By Germania,Britannia,Britannia
696,Omen,Geese Flying Backwards,Germania,South Germania
697,Omen,Geese Flying Backwards,Persia,Outer Persia
697,Omen,Three-Headed Baby,Britannia,Britannia
698,Omen,Moon Turns Red,Rome,Grecia
698,Disaster,Famine,Persia,Outer Persia
699,Disaster,Fire,Persia,Central Persia
699,Disaster,Pillaged By Rome,Britannia,Britannia
700,Omen,Rivers of Blood,Rome,Gallia
700,Omen,Moon Turns Red,Rome,Gallia
700,Omen,Three-Headed Baby,Persia,North Persia
700,Omen,Three-Headed Baby,Britannia,Britannia
700,Omen,Moon Turns Red,Germania,North Germania
700,Omen,Moon Turns Red,Germania,South Germania
701,Disaster,Plague,Rome,Gallia
701,Disaster,Fire,Britannia,Britannia
701,Disaster,Plague,Germania,South Germania
702,Omen,Rivers of Blood,Persia,Outer Persia
702,Disaster,Pillaged By Rome,Persia,Outer Persia
702,Omen,Rivers of Blood,Britannia,Britannia
702,Omen,Rivers of Blood,Germania,South Germania
704,Disaster,Pillaged By Germania,Britannia,Britannia
704,Disaster,Pillaged By Persia,Germania,North Germania
704,Omen,Geese Flying Backwards,Germania,South Germania
705,Omen,Geese Flying Backwards,Rome,Gallia
705,Disaster,Fire,Persia,North Persia
706,Omen,Geese Flying Backwards,Rome,Gallia
706,Disaster,Fire,Persia,North Persia
706,Omen,Moon Turns Red,Germania,North Germania
706,Disaster,Famine,Germania,South Germania
707,Omen,Three-Headed Baby,Rome,Italia
707,Omen,Rivers of Blood,Persia,Outer Persia
707,Omen,Moon Turns Red,Persia,North Persia
707,Omen,Flaming Comet,Germania,North Germania
708,Disaster,Famine,Rome,Gallia
708,Omen,Moon Turns Red,Rome,Grecia
708,Disaster,Fire,Persia,Outer Persia
708,Omen,Three-Headed Baby,Germania,North Germania
709,Omen,Moon Turns Red,Rome,Gallia
709,Disaster,Plague,Rome,Grecia
710,Omen,Rivers of Blood,Rome,Italia
710,Omen,Three-Headed Baby,Rome,Gallia
710,Omen,Moon Turns Red,Rome,Gallia
710,Disaster,Plague,Persia,Outer Persia
710,Disaster,Pillaged By Rome,Persia,Outer Persia
710,Disaster,Pillaged By Germania,Persia,North Persia
711,Disaster,Plague,Rome,Gallia
711,Disaster,Plague,Persia,Central Persia
711,Omen,Moon Turns Red,Persia,Outer Persia
711,Disaster,Earthquake,Persia,Outer Persia
711,Omen,Rivers of Blood,Persia,North Persia
711,Disaster,Pillaged By Rome,Britannia,Britannia
712,Omen,Geese Flying Backwards,Rome,Gallia
712,Disaster,Plague,Persia,North Persia
712,Disaster,Plague,Britannia,Britannia
713,Disaster,Famine,Rome,Gallia
713,Omen,Three-Headed Baby,Rome,Grecia
713,Omen,Rivers of Blood,Persia,Central Persia
713,Disaster,Plague,Germania,North Germania
714,Disaster,Famine,Rome,Italia
716,Omen,Three-Headed Baby,Persia,Outer Persia
716,Omen,Moon Turns Red,Persia,Outer Persia
717,Omen,Rivers of Blood,Britannia,Britannia
718,Omen,Rivers of Blood,Germania,North Germania
718,Omen,Rivers of Blood,Germania,South Germania
718,Disaster,Pillaged By Rome,Germania,South Germania
719,Omen,Rivers of Blood,Persia,North Persia
719,Omen,Moon Turns Red,Persia,North Persia
719,Disaster,Pillaged By Germania,Britannia,Britannia
720,Omen,Rivers of Blood,Germania,North Germania
721,Disaster,Fire,Persia,Central Persia
721,Omen,Three-Headed Baby,Germania,South Germania
721,Omen,Rivers of Blood,Germania,South Germania
722,Disaster,Pillaged By Germania,Persia,North Persia
722,Omen,Geese Flying Backwards,Britannia,Britannia
723,Disaster,Fire,Rome,Gallia
723,Omen,Moon Turns Red,Rome,Grecia
723,Omen,Three-Headed Baby,Britannia,Britannia
724,Omen,Three-Headed Baby,Rome,Grecia
724,Omen,Rivers of Blood,Persia,North Persia
725,Omen,Geese Flying Backwards,Britannia,Britannia
725,Omen,Three-Headed Baby,Germania,North Germania
725,Disaster,Fire,Germania,South Germania
726,Omen,Moon Turns Red,Britannia,Britannia
726,Disaster,Famine,Britannia,Britannia
726,Disaster,Pillaged By Rome,Britannia,Britannia
726,Disaster,Pillaged By Rome,Germania,South Germania
727,Disaster,Fire,Rome,Gallia
727,Disaster,Earthquake,Rome,Gallia
727,Omen,Black Dove,Rome,Grecia
727,Disaster,Earthquake,Britannia,Britannia
727,Disaster,Plague,Britannia,Britannia
727,Disaster,Fire,Germania,North Germania
728,Disaster,Plague,Rome,Gallia
729,Omen,Rivers of Blood,Rome,Gallia
729,Omen,Three-Headed Baby,Persia,North Persia
729,Omen,Three-Headed Baby,Germania,South Germania
729,Disaster,Plague,Germania,South Germania
730,Disaster,Plague,Rome,Italia
730,Disaster,Fire,Persia,Central Persia
731,Disaster,Fire,Rome,Gallia
731,Omen,Rivers of Blood,Germania,North Germania
732,Omen,Moon Turns Red,Rome,Grecia
732,Disaster,Fire,Persia,Outer Persia
733,Omen,Three-Headed Baby,Rome,Grecia
733,Disaster,Plague,Rome,Grecia
734,Omen,Rivers of Blood,Rome,Gallia
734,Omen,Moon Turns Red,Persia,Outer Persia
734,Omen,Geese Flying Backwards,Britannia,Britannia
735,Disaster,Plague,Persia,Outer Persia
735,Omen,Geese Flying Backwards,Britannia,Britannia
735,Disaster,Pillaged By Germania,Britannia,Britannia
736,Disaster,Plague,Persia,Central Persia
736,Disaster,Pillaged By Rome,Persia,Outer Persia
736,Disaster,Pillaged By Rome,Britannia,Britannia
736,Disaster,Pillaged By Germania,Britannia,Britannia
737,Disaster,Earthquake,Rome,Gallia
737,Disaster,Earthquake,Britannia,Britannia
737,Disaster,Earthquake,Germania,North Germania
739,Omen,Rivers of Blood,Rome,Gallia
739,Omen,Rivers of Blood,Persia,Central Persia
739,Disaster,Fire,Germania,South Germania
740,Omen,Rivers of Blood,Rome,Gallia
740,Omen,Moon Turns Red,Rome,Gallia
740,Omen,Three-Headed Baby,Persia,North Persia
740,Disaster,Pillaged By Germania,Persia,North Persia
741,Omen,Rivers of Blood,Rome,Italia
741,Disaster,Plague,Rome,Gallia
741,Disaster,Famine,Britannia,Britannia
742,Omen,Geese Flying Backwards,Britannia,Britannia
742,Omen,Moon Turns Red,Germania,North Germania
742,Omen,Moon Turns Red,Germania,South Germania
743,Omen,Sun Goes Dark,Rome,Italia
743,Disaster,Famine,Britannia,Britannia
744,Omen,Three-Headed Baby,Persia,North Persia
744,Omen,Flaming Comet,Persia,North Persia
744,Omen,Geese Flying Backwards,Britannia,Britannia
745,Disaster,Famine,Britannia,Britannia
745,Disaster,Pillaged By Germania,Britannia,Britannia
746,Omen,Rivers of Blood,Rome,Italia
746,Omen,Moon Turns Red,Persia,Outer Persia
746,Disaster,Earthquake,Britannia,Britannia
746,Omen,Geese Flying Backwards,Germania,South Germania
747,Omen,Rivers of Blood,Rome,Gallia
747,Omen,Moon Turns Red,Rome,Gallia
747,Omen,Three-Headed Baby,Persia,Outer Persia
748,Disaster,Pillaged By Germania,Rome,Gallia
748,Omen,Moon Turns Red,Rome,Grecia
749,Omen,Three-Headed Baby,Rome,Italia
749,Disaster,Fire,Britannia,Britannia
750,Omen,Flaming Comet,Britannia,Britannia
751,Omen,Moon Turns Red,Rome,Italia
751,Omen,Moon Turns Red,Persia,Central Persia
751,Disaster,Famine,Germania,South Germania
752,Disaster,Fire,Rome,Italia
752,Omen,Moon Turns Red,Rome,Gallia
752,Omen,Moon Turns Red,Persia,Central Persia
753,Disaster,Plague,Rome,Gallia
753,Disaster,Fire,Persia,North Persia
753,Disaster,Pillaged By Germania,Britannia,Britannia
754,Disaster,Plague,Rome,Italia
754,Omen,Moon Turns Red,Rome,Grecia
754,Omen,Black Dove,Persia,Central Persia
754,Omen,Black Dove,Germania,South Germania
755,Disaster,Plague,Germania,South Germania
756,Disaster,Pillaged By Britannia,Rome,Gallia
756,Omen,Rivers of Blood,Rome,Grecia
756,Disaster,Fire,Rome,Grecia
756,Disaster,Fire,Germania,North Germania
757,Omen,Moon Turns Red,Rome,Italia
757,Omen,Moon Turns Red,Germania,North Germania
758,Disaster,Pillaged By Germania,Rome,Gallia
758,Disaster,Plague,Germania,North Germania
759,Omen,Moon Turns Red,Persia,Central Persia
759,Disaster,Fire,Persia,Central Persia
759,Disaster,Plague,Persia,North Persia
759,Omen,Rivers of Blood,Germania,North Germania
760,Omen,Rivers of Blood,Rome,Gallia
760,Omen,Three-Headed Baby,Rome,Grecia
760,Disaster,Plague,Persia,Central Persia
760,Disaster,Fire,Persia,Outer Persia
760,Omen,Moon Turns Red,Britannia,Britannia
760,Disaster,Pillaged By Persia,Germania,North Germania
760,Disaster,Pillaged By Rome,Germania,South Germania
761,Omen,Rivers of Blood,Rome,Gallia
761,Omen,Geese Flying Backwards,Rome,Grecia
761,Omen,Rivers of Blood,Persia,Central Persia
762,Omen,Three-Headed Baby,Rome,Italia
762,Omen,Black Dove,Rome,Italia
762,Omen,Geese Flying Backwards,Rome,Gallia
762,Omen,Black Dove,Rome,Gallia
762,Omen,Black Dove,Rome,Grecia
762,Disaster,Famine,Rome,Grecia
762,Omen,Black Dove,Persia,Outer Persia
762,Omen,Black Dove,Persia,North Persia
762,Omen,Black Dove,Britannia,Britannia
763,Disaster,Famine,Rome,Gallia
763,Omen,Geese Flying Backwards,Persia,Central Persia
764,Omen,Three-Headed Baby,Persia,North Persia
764,Omen,Three-Headed Baby,Germania,North Germania
765,Disaster,Famine,Persia,Central Persia
765,Disaster,Fire,Persia,Outer Persia
766,Omen,Rivers of Blood,Rome,Italia
766,Omen,Geese Flying Backwards,Rome,Italia
766,Disaster,Famine,Rome,Gallia
766,Omen,Rivers of Blood,Rome,Grecia
766,Omen,Three-Headed Baby,Persia,North Persia
766,Disaster,Fire,Germania,South Germania
767,Omen,Geese Flying Backwards,Rome,Italia
768,Omen,Geese Flying Backwards,Rome,Gallia
768,Disaster,Pillaged By Britannia,Rome,Gallia
768,Omen,Three-Headed Baby,Germania,North Germania
769,Omen,Geese Flying Backwards,Rome,Gallia
769,Omen,Rivers of Blood,Persia,North Persia
769,Omen,Three-Headed Baby,Britannia,Britannia
770,Disaster,Pillaged By Persia,Rome,Grecia
771,Omen,Geese Flying Backwards,Rome,Gallia
772,Omen,Rivers of Blood,Rome,Gallia
772,Disaster,Fire,Britannia,Britannia
773,Omen,Geese Flying Backwards,Rome,Italia
773,Omen,Three-Headed Baby,Persia,North Persia
774,Omen,Rivers of Blood,Persia,Outer Persia
774,Disaster,Fire,Persia,North Persia
774,Omen,Three-Headed Baby,Britannia,Britannia
775,Disaster,Famine,Rome,Gallia
775,Disaster,Pillaged By Germania,Britannia,Britannia
775,Disaster,Fire,Germania,North Germania
776,Omen,Geese Flying Backwards,Rome,Gallia
776,Omen,Moon Turns Red,Rome,Gallia
776,Disaster,Pillaged By Persia,Rome,Grecia
777,Omen,Geese Flying Backwards,Rome,Grecia
777,Omen,Geese Flying Backwards,Germania,North Germania
777,Disaster,Pillaged By Persia,Germania,North Germania
778,Omen,Geese Flying Backwards,Germania,North Germania
779,Disaster,Fire,Rome,Grecia
779,Omen,Geese Flying Backwards,Germania,South Germania
780,Disaster,Pillaged By Germania,Rome,Gallia
780,Disaster,Fire,Persia,Central Persia
780,Omen,Three-Headed Baby,Persia,Outer Persia
780,Disaster,Famine,Germania,South Germania
781,Omen,Geese Flying Backwards,Rome,Gallia
781,Omen,Three-Headed Baby,Persia,Outer Persia
781,Omen,Geese Flying Backwards,Germania,South Germania
782,Disaster,Fire,Rome,Italia
782,Omen,Geese Flying Backwards,Rome,Gallia
782,Disaster,Fire,Rome,Gallia
783,Disaster,Fire,Persia,Outer Persia
784,Omen,Geese Flying Backwards,Rome,Gallia
784,Omen,Three-Headed Baby,Rome,Grecia
784,Omen,Three-Headed Baby,Persia,North Persia
785,Omen,Geese Flying Backwards,Rome,Italia
785,Omen,Three-Headed Baby,Rome,Gallia
785,Omen,Sun Goes Dark,Germania,North Germania
786,Disaster,Famine,Rome,Italia
786,Omen,Rivers of Blood,Persia,Central Persia
786,Disaster,Pillaged By Persia,Germania,North Germania
787,Omen,Geese Flying Backwards,Rome,Gallia
787,Omen,Black Dove,Persia,Central Persia
787,Omen,Black Dove,Persia,Outer Persia
787,Omen,Black Dove,Persia,North Persia
787,Omen,Black Dove,Britannia,Britannia
788,Disaster,Famine,Rome,Gallia
788,Omen,Three-Headed Baby,Persia,Outer Persia
788,Omen,Three-Headed Baby,Persia,North Persia
788,Disaster,Pillaged By Persia,Germania,North Germania
789,Disaster,Fire,Persia,Outer Persia
790,Disaster,Famine,Rome,Gallia
790,Omen,Rivers of Blood,Persia,Central Persia
790,Omen,Rivers of Blood,Persia,North Persia
791,Omen,Moon Turns Red,Rome,Italia
791,Omen,Geese Flying Backwards,Rome,Gallia
791,Disaster,Fire,Britannia,Britannia
791,Disaster,Pillaged By Britannia,Germania,North Germania
792,Disaster,Pillaged By Britannia,Rome,Gallia
792,Disaster,Pillaged By Germania,Rome,Gallia
792,Omen,Three-Headed Baby,Germania,South Germania
793,Disaster,Earthquake,Rome,Gallia
793,Disaster,Fire,Rome,Grecia
793,Disaster,Earthquake,Britannia,Britannia
793,Disaster,Earthquake,Germania,South Germania
794,Omen,Rivers of Blood,Rome,Gallia
794,Disaster,Pillaged By Germania,Rome,Gallia
794,Disaster,Fire,Persia,Outer Persia
794,Disaster,Pillaged By Persia,Germania,North Germania
795,Disaster,Pillaged By Persia,Rome,Grecia
795,Omen,Black Dove,Persia,Central Persia
795,Omen,Rivers of Blood,Persia,Outer Persia
795,Omen,Black Dove,Persia,Outer Persia
795,Omen,Moon Turns Red,Germania,North Germania
795,Omen,Black Dove,Germania,South Germania
796,Omen,Geese Flying Backwards,Persia,Central Persia
796,Disaster,Fire,Persia,Central Persia
796,Disaster,Fire,Germania,North Germania
796,Disaster,Plague,Germania,North Germania
796,Omen,Geese Flying Backwards,Germania,South Germania
797,Disaster,Pillaged By Britannia,Rome,Gallia
797,Omen,Three-Headed Baby,Persia,Outer Persia
797,Disaster,Plague,Britannia,Britannia
797,Disaster,Earthquake,Germania,North Germania
797,Omen,Rivers of Blood,Germania,South Germania
797,Omen,Geese Flying Backwards,Germania,South Germania
797,Disaster,Earthquake,Germania,South Germania
797,Disaster,Plague,Germania,South Germania
798,Omen,Moon Turns Red,Rome,Italia
798,Omen,Three-Headed Baby,Rome,Gallia
798,Omen,Geese Flying Backwards,Rome,Gallia
798,Disaster,Famine,Germania,South Germania
799,Disaster,Fire,Rome,Gallia
799,Disaster,Fire,Persia,North Persia
801,Omen,Rivers of Blood,Rome,Italia
801,Omen,Moon Turns Red,Persia,North Persia
802,Disaster,Famine,Persia,Central Persia
802,Disaster,Plague,Persia,North Persia
802,Omen,Moon Turns Red,Germania,South Germania
803,Omen,Geese Flying Backwards,Rome,Gallia
803,Disaster,Plague,Persia,Central Persia
803,Omen,Rivers of Blood,Persia,Outer Persia
803,Omen,Moon Turns Red,Germania,South Germania
803,Disaster,Plague,Germania,South Germania
804,Omen,Geese Flying Backwards,Rome,Gallia
804,Disaster,Plague,Rome,Gallia
804,Disaster,Plague,Persia,Outer Persia
804,Disaster,Pillaged By Rome,Persia,Outer Persia
804,Omen,Rivers of Blood,Britannia,Britannia
805,Omen,Rivers of Blood,Rome,Gallia
805,Disaster,Plague,Rome,Grecia
805,Omen,Rivers of Blood,Persia,Central Persia
805,Disaster,Earthquake,Persia,Outer Persia
805,Disaster,Fire,Britannia,Britannia
805,Disaster,Plague,Britannia,Britannia
805,Disaster,Pillaged By Britannia,Germania,North Germania
806,Disaster,Plague,Rome,Italia
806,Omen,Rivers of Blood,Rome,Gallia
806,Omen,Geese Flying Backwards,Persia,Outer Persia
807,Omen,Geese Flying Backwards,Persia,Outer Persia
808,Omen,Geese Flying Backwards,Rome,Italia
808,Omen,Sun Goes Dark,Persia,Central Persia
808,Omen,Geese Flying Backwards,Persia,Outer Persia
809,Omen,Geese Flying Backwards,Persia,Outer Persia
809,Omen,Moon Turns Red,Britannia,Britannia
810,Omen,Rivers of Blood,Persia,Central Persia
810,Omen,Rivers of Blood,Persia,Outer Persia
811,Omen,Moon Turns Red,Persia,Outer Persia
812,Disaster,Plague,Persia,Outer Persia
813,Disaster,Plague,Persia,Central Persia
813,Omen,Geese Flying Backwards,Persia,Outer Persia
814,Omen,Three-Headed Baby,Rome,Gallia
814,Omen,Moon Turns Red,Rome,Gallia
814,Omen,Moon Turns Red,Germania,North Germania
815,Omen,Flaming Comet,Persia,North Persia
815,Omen,Three-Headed Baby,Germania,North Germania
816,Omen,Rivers of Blood,Rome,Italia
816,Disaster,Famine,Persia,Outer Persia
816,Disaster,Fire,Persia,North Persia
817,Omen,Three-Headed Baby,Rome,Gallia
817,Omen,Rivers of Blood,Britannia,Britannia
817,Omen,Moon Turns Red,Germania,South Germania
818,Omen,Three-Headed Baby,Rome,Italia
818,Omen,Black Dove,Rome,Italia
818,Disaster,Fire,Rome,Italia
818,Omen,Black Dove,Rome,Gallia
818,Omen,Three-Headed Baby,Rome,Grecia
818,Omen,Sun Goes Dark,Persia,Central Persia
818,Omen,Black Dove,Persia,Outer Persia
818,Omen,Black Dove,Persia,North Persia
818,Omen,Black Dove,Germania,North Germania
818,Disaster,Fire,Germania,North Germania
818,Omen,Black Dove,Germania,South Germania
819,Omen,Rivers of Blood,Rome,Grecia
819,Omen,Rivers of Blood,Persia,Central Persia
819,Omen,Rivers of Blood,Germania,South Germania
821,Omen,Three-Headed Baby,Rome,Gallia
821,Omen,Rivers of Blood,Rome,Gallia
821,Omen,Three-Headed Baby,Persia,North Persia
821,Disaster,Famine,Germania,South Germania
822,Omen,Geese Flying Backwards,Rome,Italia
823,Omen,Three-Headed Baby,Rome,Gallia
823,Disaster,Fire,Rome,Grecia
824,Disaster,Fire,Rome,Italia
824,Disaster,Famine,Persia,Central Persia
824,Omen,Sun Goes Dark,Britannia,Britannia
825,Disaster,Fire,Rome,Gallia
825,Omen,Geese Flying Backwards,Persia,Central Persia
825,Omen,Geese Flying Backwards,Germania,South Germania
827,Omen,Rivers of Blood,Persia,Central Persia
827,Omen,Geese Flying Backwards,Persia,Central Persia
827,Disaster,Famine,Germania,South Germania
828,Omen,Flaming Comet,Persia,Central Persia
828,Omen,Three-Headed Baby,Persia,Outer Persia
828,Omen,Rivers of Blood,Persia,Outer Persia
829,Disaster,Pillaged By Persia,Rome,Grecia
829,Omen,Geese Flying Backwards,Persia,Central Persia
829,Omen,Moon Turns Red,Britannia,Britannia
830,Omen,Three-Headed Baby,Persia,Central Persia
830,Omen,Geese Flying Backwards,Persia,Central Persia
830,Disaster,Pillaged By Rome,Germania,South Germania
831,Omen,Rivers of Blood,Germania,South Germania
832,Omen,Three-Headed Baby,Rome,Italia
832,Disaster,Famine,Persia,Central Persia
833,Omen,Moon Turns Red,Rome,Gallia
833,Omen,Moon Turns Red,Persia,Central Persia
834,Omen,Three-Headed Baby,Rome,Grecia
834,Omen,Three-Headed Baby,Persia,Outer Persia
834,Disaster,Fire,Germania,North Germania
835,Omen,Rivers of Blood,Rome,Grecia
836,Disaster,Fire,Rome,Gallia
836,Disaster,Fire,Persia,Outer Persia
836,Omen,Rivers of Blood,Britannia,Britannia
836,Disaster,Pillaged By Persia,Germania,North Germania
836,Disaster,Pillaged By Rome,Germania,South Germania
837,Omen,Moon Turns Red,Persia,North Persia
838,Disaster,Pillaged By Persia,Germania,North Germania
839,Omen,Moon Turns Red,Persia,Central Persia
839,Omen,Moon Turns Red,Persia,North Persia
839,Disaster,Fire,Britannia,Britannia
839,Disaster,Pillaged By Rome,Britannia,Britannia
839,Omen,Moon Turns Red,Germania,North Germania
840,Disaster,Earthquake,Rome,Gallia
840,Omen,Three-Headed Baby,Rome,Grecia
840,Omen,Geese Flying Backwards,Persia,Central Persia
840,Disaster,Earthquake,Britannia,Britannia
840,Disaster,Earthquake,Germania,North Germania
840,Disaster,Plague,Germania,North Germania
841,Omen,Rivers of Blood,Germania,South Germania
842,Omen,Moon Turns Red,Rome,Italia
842,Omen,Moon Turns Red,Rome,Gallia
842,Disaster,Pillaged By Rome,Germania,South Germania
843,Omen,Three-Headed Baby,Rome,Italia
843,Omen,Geese Flying Backwards,Rome,Gallia
843,Disaster,Plague,Rome,Gallia
843,Disaster,Fire,Rome,Grecia
843,Omen,Three-Headed Baby,Persia,North Persia
843,Omen,Moon Turns Red,Persia,North Persia
844,Disaster,Plague,Rome,Italia
844,Omen,Geese Flying Backwards,Rome,Gallia
844,Disaster,Plague,Britannia,Britannia
844,Omen,Flaming Comet,Germania,South Germania
844,Disaster,Plague,Germania,South Germania
845,Omen,Moon Turns Red,Persia,Central Persia
845,Omen,Three-Headed Baby,Persia,Outer Persia
845,Omen,Geese Flying Backwards,Persia,Outer Persia
846,Omen,Moon Turns Red,Rome,Gallia
846,Disaster,Plague,Persia,Central Persia
846,Omen,Rivers of Blood,Germania,North Germania
847,Disaster,Pillaged By Germania,Rome,Italia
847,Omen,Geese Flying Backwards,Persia,Outer Persia
847,Disaster,Plague,Persia,Outer Persia
847,Omen,Rivers of Blood,Persia,North Persia
847,Disaster,Pillaged By Germania,Britannia,Britannia
848,Omen,Moon Turns Red,Rome,Italia
849,Omen,Moon Turns Red,Rome,Gallia
849,Disaster,Fire,Germania,South Germania
850,Omen,Three-Headed Baby,Rome,Italia
850,Disaster,Plague,Rome,Gallia
850,Omen,Geese Flying Backwards,Persia,Outer Persia
850,Omen,Three-Headed Baby,Persia,North Persia
850,Omen,Moon Turns Red,Persia,North Persia
851,Disaster,Plague,Rome,Italia
851,Omen,Three-Headed Baby,Persia,North Persia
851,Omen,Moon Turns Red,Britannia,Britannia
851,Disaster,Plague,Britannia,Britannia
852,Disaster,Plague,Rome,Grecia
852,Disaster,Fire,Persia,North Persia
852,Omen,Moon Turns Red,Britannia,Britannia
852,Disaster,Plague,Germania,North Germania
853,Omen,Rivers of Blood,Rome,Grecia
853,Omen,Moon Turns Red,Britannia,Britannia
853,Disaster,Plague,Germania,South Germania
854,Omen,Moon Turns Red,Persia,Outer Persia
855,Disaster,Famine,Persia,Outer Persia
856,Omen,Geese Flying Backwards,Rome,Gallia
856,Omen,Geese Flying Backwards,Persia,Outer Persia
856,Omen,Moon Turns Red,Persia,North Persia
857,Omen,Three-Headed Baby,Rome,Italia
857,Omen,Geese Flying Backwards,Rome,Gallia
857,Omen,Moon Turns Red,Rome,Gallia
857,Disaster,Famine,Persia,Outer Persia
858,Omen,Three-Headed Baby,Rome,Gallia
858,Omen,Black Dove,Rome,Gallia
858,Disaster,Fire,Persia,North Persia
858,Omen,Black Dove,Germania,North Germania
859,Omen,Moon Turns Red,Persia,Central Persia
859,Disaster,Pillaged By Rome,Persia,Outer Persia
860,Omen,Rivers of Blood,Rome,Italia
860,Omen,Sun Goes Dark,Persia,Central Persia
860,Disaster,Plague,Persia,Central Persia
860,Omen,Three-Headed Baby,Germania,South Germania
861,Omen,Moon Turns Red,Rome,Italia
861,Disaster,Fire,Rome,Gallia
861,Omen,Three-Headed Baby,Rome,Grecia
861,Disaster,Plague,Persia,North Persia
862,Disaster,Plague,Rome,Italia
862,Disaster,Pillaged By Rome,Persia,Outer Persia
863,Disaster,Plague,Rome,Gallia
863,Disaster,Pillaged By Germania,Persia,North Persia
863,Omen,Rivers of Blood,Germania,South Germania
863,Disaster,Plague,Germania,South Germania
864,Omen,Moon Turns Red,Rome,Grecia
864,Omen,Rivers of Blood,Persia,Central Persia
864,Omen,Rivers of Blood,Persia,North Persia
864,Omen,Sun Goes Dark,Germania,North Germania
864,Disaster,Plague,Germania,North Germania
865,Omen,Moon Turns Red,Britannia,Britannia
866,Omen,Three-Headed Baby,Persia,Central Persia
866,Omen,Moon Turns Red,Germania,South Germania
867,Omen,Three-Headed Baby,Persia,Outer Persia
867,Omen,Rivers of Blood,Germania,South Germania
868,Omen,Moon Turns Red,Rome,Italia
868,Omen,Rivers of Blood,Rome,Gallia
868,Omen,Three-Headed Baby,Rome,Grecia
868,Omen,Three-Headed Baby,Persia,North Persia
868,Omen,Rivers of Blood,Britannia,Britannia
868,Omen,Geese Flying Backwards,Britannia,Britannia
868,Disaster,Fire,Britannia,Britannia
868,Omen,Three-Headed Baby,Germania,North Germania
869,Disaster,Pillaged By Rome,Germania,South Germania
871,Omen,Moon Turns Red,Rome,Italia
871,Omen,Geese Flying Backwards,Persia,Central Persia
871,Omen,Geese Flying Backwards,Britannia,Britannia
871,Omen,Moon Turns Red,Germania,North Germania
871,Disaster,Fire,Germania,North Germania
872,Omen,Geese Flying Backwards,Persia,Central Persia
872,Omen,Moon Turns Red,Persia,Central Persia
872,Omen,Moon Turns Red,Persia,Outer Persia
872,Omen,Geese Flying Backwards,Britannia,Britannia
872,Disaster,Fire,Germania,North Germania
872,Omen,Three-Headed Baby,Germania,South Germania
873,Disaster,Fire,Rome,Italia
873,Disaster,Fire,Rome,Grecia
873,Disaster,Famine,Persia,Central Persia
873,Disaster,Plague,Persia,Central Persia
873,Omen,Flaming Comet,Britannia,Britannia
873,Omen,Three-Headed Baby,Germania,South Germania
874,Omen,Three-Headed Baby,Rome,Grecia
874,Disaster,Earthquake,Persia,Central Persia
874,Disaster,Pillaged By Britannia,Germania,North Germania
874,Omen,Rivers of Blood,Germania,South Germania
874,Disaster,Pillaged By Rome,Germania,South Germania
875,Omen,Black Dove,Persia,Central Persia
875,Omen,Rivers of Blood,Persia,North Persia
875,Omen,Black Dove,Britannia,Britannia
876,Omen,Geese Flying Backwards,Britannia,Britannia
877,Omen,Rivers of Blood,Rome,Grecia
877,Omen,Geese Flying Backwards,Rome,Grecia
877,Omen,Geese Flying Backwards,Britannia,Britannia
877,Omen,Three-Headed Baby,Germania,South Germania
877,Omen,Rivers of Blood,Germania,South Germania
878,Disaster,Pillaged By Germania,Rome,Italia
878,Disaster,Famine,Rome,Grecia
878,Omen,Geese Flying Backwards,Persia,Central Persia
878,Omen,Rivers of Blood,Persia,Outer Persia
878,Disaster,Pillaged By Rome,Persia,Outer Persia
878,Disaster,Pillaged By Germania,Persia,North Persia
878,Omen,Geese Flying Backwards,Britannia,Britannia
878,Omen,Moon Turns Red,Germania,North Germania
878,Omen,Moon Turns Red,Germania,South Germania
879,Omen,Moon Turns Red,Rome,Grecia
879,Omen,Geese Flying Backwards,Persia,Central Persia
879,Disaster,Fire,Germania,North Germania
879,Disaster,Plague,Germania,South Germania
880,Omen,Rivers of Blood,Rome,Italia
